title     appeared  type rank
runescript     2001 pl   3647
sugarj    2012 grammarLanguage     3648
TeaSharp  2022 pl   3649
ACSI-Matic     1959 pl   3650
adam-standard  2009 standard  3651
ALEPH     1992 pl   3652
ALGOL 68-RT    1979 pl   3653
ALJABR    1991 pl   3654
Altibase  1999 database  3655
amalthea  2002 pl   3656
Amazon DynamoDB     2012 database  3657
Amazon RDS     2009 database  3658
AMTRAN 70 1969 pl   3659
Apache Derby   2004 database  3660
Apache Phoenix 2014 database  3661
APLO 1989 pl   3662
ArangoDB  2011 database  3663
ARTA 1970 pl   3664
AUTOCODER II   1958 assembly  3665
BeeBasic  2013 pl   3666
BER  1988 pl   3667
BullFrog  2005 esolang   3668
Celsius WebScript   2006 pl   3669
Cigale    1986 pl   3670
COGO 1962 pl   3671
concept-script 1879 notation  3672
ConCurr   1979 pl   3673
Couchbase Mobile    2010 database  3674
Couchbase 2011 database  3675
Cymbal    1999 pl   3676
Decision Model & Notation     2015 notation  3677
DinnerBell     1990 pl   3678
EqL  1989 pl   3679
EXAPT     1967 pl   3680
Firebase Realtime Database    2011 database  3681
Google Cloud SQL    2011 database  3682
Greenplum 2005 database  3683
IBM DB2   1983 database  3684
InfluxDB  2013 database  3685
InterBase 1985 database  3686
InterSystems Caché  1997 database  3687
ji   2019 pl   3688
kernel-e  1994 pl   3689
MariaDB ColumnStore 2016 database  3690
MarkLogic 2001 database  3691
Memcached 2003 database  3692
Microsoft Access    1992 database  3693
Microsoft Azure Cosmos DB     2017 database  3694
Microsoft SQL Server     1989 database  3695
MODEL-K   1993 pl   3696
Mushroom  1988 pl   3697
NEBULA    1960 pl   3698
Neo4j     2007 database  3699
oniguruma 2002 queryLanguage  3700
Oracle    1979 database  3701
OrientDB  2010 database  3702
PCLOS     1993 pl   3703
Pearson correlation coefficient equation     1880 equation  3704
PGen 2015 grammarLanguage     3705
IBM Programming Language/Advanced Systems    1976 pl   3706
SAP HANA  2010 database  3707
SCAT 1957 assembly  3708
SimpleScript   2013 pl   3709
Socrata Query Language   2012 queryLanguage  3710
sourcelair-editor   2011 editor    3711
status-quo-script   2001 pl   3712
SW2  1986 pl   3713
SYNGLISH  1980 pl   3714
SYNPROC   1970 pl   3715
SYNTOL    1960 pl   3716
TABLOG    1984 pl   3717
TABSOL    1960 pl   3718
TABTRAN   1967 pl   3719
TAC  1959 pl   3720
Tarmac    1990 pl   3721
Taxis     1980 pl   3722
tcc  1997 pl   3723
TCOZ 2002 pl   3724
TCSP 1995 pl   3725
TDFL 1990 pl   3726
TDMS 1970 pl   3727
telefile-assembly   1952 assembly  3728
TELSIM    1966 pl   3729
Templar   1993 pl   3730
Temporal Prolog     1983 pl   3731
Teradata Aster 2005 database  3732
Teradata  1979 database  3733
TFL  1996 pl   3734
The Message System  1967 pl   3735
THREADED LISTS 1959 pl   3736
TICS 1973 pl   3737
TiDB 2015 database  3738
Timed CSP 1986 pl   3739
Tinkertoy 1988 pl   3740
TOOLBUS   1998 pl   3741
TPDL*     1991 pl   3742
Trafola-H 1991 pl   3743
Traits    1982 pl   3744
TRAMP     1968 pl   3745
TRANQUIL  1966 pl   3746
Transforma     1985 pl   3747
TREET     1964 pl   3748
triroff   1983 pl   3749
TSL  1985 pl   3750
TSQL2     1996 pl   3751
Turing Plus    1987 pl   3752
turnstile-plus 2020 grammarLanguage     3753
Tyco 1998 pl   3754
TyRuBa    1998 pl   3755
U-Datalog 1997 pl   3756
UAN  1990 pl   3757
UberScript     2011 pl   3758
Ubik 2000 pl   3759
UFL  1986 pl   3760
UFO  1992 pl   3761
UMTA 1974 pl   3762
UNICORN   1986 pl   3763
UNISIM    1964 pl   3764
UNRAVEL   1973 pl   3765
USSA 1992 pl   3766
Utopia 84 1979 pl   3767
V-Promela 1999 pl   3768
VAL II    1983 pl   3769
VARLIST   1975 pl   3770
Vector PASCAL  1998 pl   3771
VENUS     1967 pl   3772
Vienna Fortran 1992 pl   3773
VIPTRAN   1973 pl   3774
Viron     1983 pl   3775
VisaVis   1994 pl   3776
Visual Eiffel  1993 pl   3777
Visual Occam   1997 pl   3778
VIVA 1990 pl   3779
viz  1990 pl   3780
VPL  1991 pl   3781
VSPL 2000 pl   3782
VULCAN    1987 pl   3783
WCL  1991 pl   3784
WebL 2000 pl   3785
Whirlwind 1951 pl   3786
WRITEACOURSE   1968 pl   3787
WYLBUR    1973 pl   3788
X-KLAIM   2000 pl   3789
X11-Basic 1991 pl   3790
xADL 2000 pl   3791
XCY  1980 pl   3792
XML-GL    1998 queryLanguage  3793
The Algebra    2001 grammarLanguage     3794
XPOP 1964 pl   3795
XSIM 1977 pl   3796
XTRAN     1958 pl   3797
YugabyteDB     2018 database  3798
ZCCS 1997 pl   3799
ZGRASS    1978 pl   3800
1.pak     1973 pl   3801
2OBJ 1995 pl   3802
3-LISP    1982 pl   3803
3DComposer     1999 pl   3804
3RIP 1977 pl   3805
ABAL 1974 pl   3806
ABCL/c+   1988 pl   3807
ABCL/f    1994 pl   3808
ABC++     1994 pl   3809
Abstracto 1979 pl   3810
AC Toolbox     1992 pl   3811
ACL  1972 pl   3812
Acore     1988 pl   3813
ACORN     1990 pl   3814
ACOS 1988 pl   3815
ACSL 1979 pl   3816
ACT ONE   1983 pl   3817
Actalk    1989 pl   3818
Active Language I   1963 pl   3819
Active-U-Datalog    1997 pl   3820
Actus     1979 pl   3821
Ada 95    1995 pl   3822
Ada 9X    1988 pl   3823
Ada/TL    1990 pl   3824
ADABTPL   1987 pl   3825
Adagio    2007 pl   3826
Adaplex   1983 pl   3827
Aditi     1992 pl   3828
AED  1963 pl   3829
AEPL 1971 pl   3830
AESOP     1967 pl   3831
Agent-K   1994 pl   3832
AGL  1975 pl   3833
AIDA 1986 pl   3834
AKL  1991 pl   3835
ALADIN    1971 pl   3836
Alambik   2011 pl   3837
ALBA 1993 pl   3838
Aldat     1989 pl   3839
Aldwych   2000 pl   3840
ALEC 1967 pl   3841
Algebraic Compiler  1958 pl   3842
ALGEM     1966 pl   3843
ALGERNON  1990 pl   3844
ALGOL-E   1972 pl   3845
ALGY 1961 pl   3846
Alma-O    1998 pl   3847
ALMIR     1968 pl   3848
Alonzo    1994 pl   3849
AlphaPop  1986 pl   3850
ALTAC     1959 pl   3851
Amanda    1988 pl   3852
AMBIT/G   1968 pl   3853
AMBIT/L   1970 pl   3854
AMPPL-II  1969 pl   3855
Andorra   1988 pl   3856
arezzo-notation     1033 musicalNotation     3857
AUTOCODER III  1958 assembly  3858
axcess    1983 pl   3859
Bison++   1998 grammarLanguage     3860
Blade     2022 pl   3861
Bolin     2022 pl   3862
brooks-programming-language   2003 pl   3863
Candy Codes    2022 barCodeFormat  3864
Cedar     1983 pl   3865
checkout  2011 assembly  3866
Chicon    1998 pl   3867
CONA 1977 pl   3868
Cosmos    2022 pl   3869
CVL  1993 pl   3870
dalvik-bytecode     2008 bytecode  3871
Data Package   2007 jsonFormat     3872
Distributed Smalltalk    1980 pl   3873
DM-1 1967 pl   3874
dsym 2011 binaryDataFormat    3875
ebg  1999 pl   3876
Elasticsearch Query DSL  2010 queryLanguage  3877
english-programming-language  1973 pl   3878
ESP  1983 pl   3879
EXTRAN    1978 pl   3880
filetab-d 1978 pl   3881
floorplan 2019 pl   3882
forest-database     2011 application    3883
FORTRAN III    1958 pl   3884
FORTRAN IV     1962 pl   3885
GAEA 1998 pl   3886
Gaiman    2022 pl   3887
hackppl   2019 pl   3888
HAYSTAQ   1959 queryLanguage  3889
honu 2012 pl   3890
ibm-system-38-language   1978 pl   3891
iota 1985 pl   3892
Just 2021 pl   3893
kaukatcr  2018 pl   3894
Konna     2021 pl   3895
lambda-obliv   2020 pl   3896
LinkText  2022 pl   3897
Low Level Lisp 2014 pl   3898
local     2019 pl   3899
metalex   2002 xmlFormat 3900
microPLANNER   1970 pl   3901
modl 1987 pl   3902
N    1990 pl   3903
Noms GraphQL   2017 queryLanguage  3904
NJCL 1974 pl   3905
Navigational User's Language  1976 pl   3906
OMNITAB II     1970 pl   3907
OMNITAB   1963 pl   3908
Oxide     2021 pl   3909
Parse Tree Notation 1994 grammarLanguage     3910
Pegasus AUTOCODE    1959 pl   3911
Peridot   2022 pl   3912
PL/S-II   1974 pl   3913
PL/S 1968 pl   3914
PL-X 1994 pl   3915
Pλ⍵NK     2020 pl   3916
Protosynthex   1964 pl   3917
Pygmalion 1974 visual    3918
QUIKTRAN  1964 pl   3919
RAND-ABEL 1990 pl   3920
RAPIDWRITE     1962 pl   3921
SALE 1959 pl   3922
SAUSTALL  1982 pl   3923
shiv 2018 pl   3924
Simple Stackless Lisp    2022 pl   3925
Siri 1991 pl   3926
sqlite-storage-format    2000 binaryDataFormat    3927
Sue  1971 pl   3928
SUMMER    1980 pl   3929
SuperForth     2022 pl   3930
SUPERMAC  1979 pl   3931
SVL  1994 pl   3932
SYMBAL    1972 pl   3933
SymbMath  1999 pl   3934
SYNTEX    1972 pl   3935
TACTICS   1972 pl   3936
TALE 1986 pl   3937
TALL 1962 pl   3938
TeLa 2000 pl   3939
TEMPO     1995 pl   3940
TOMAL     1975 pl   3941
TRACE     1967 pl   3942
TRANSCODE 1953 pl   3943
TRANSLANG 1970 pl   3944
TRIO 1990 pl   3945
TRIPLE    2002 pl   3946
TS   1988 pl   3947
TWO-D     1971 pl   3948
twoducks  2006 esolang   3949
UC   1995 pl   3950
VEX  1995 notation  3951
Visual    2000 pl   3952
WIZOR     1962 pl   3953
Xmind Format   2007 xmlFormat 3954
ycp  2005 pl   3955
yoga 2020 pl   3956
Zed  1978 pl   3957
zish 2017 dataNotation   3958
A51 Assembly   1988 assembly  3959
Aardappel 1997 pl   3960
ABC ALGOL 1973 pl   3961
Actors    1971 pl   3962
ADES II   1955 pl   3963
ADES 1955 pl   3964
ADLIB     1980 pl   3965
AIDS 1970 pl   3966
ALDES     1976 pl   3967
ALLO 1995 pl   3968
ALPS 1988 pl   3969
Amber     1984 pl   3970
AMBUSH    1971 pl   3971
AMPPL-I   1968 pl   3972
Amulet    1996 pl   3973
And/Or    1980 pl   3974
Andante   1980 pl   3975
Andorra-I 1991 pl   3976
ANS MUMPS 1977 pl   3977
ANSI BASIC     1980 pl   3978
APAR 1958 pl   3979
APAREL    1969 pl   3980
APL/Z80   1979 pl   3981
APLGOL-2  1973 pl   3982
APLGOL    1972 pl   3983
APOSTLE   1996 pl   3984
APPL/A    1995 pl   3985
APPLOG    1986 pl   3986
APROL     1998 pl   3987
AQL  1977 pl   3988
Aquarius Prolog     1989 pl   3989
ARABLAN   1995 pl   3990
ARCHI     1986 pl   3991
Arjuna    1989 pl   3992
ARK  2002 pl   3993
Armani    1999 pl   3994
ASF+SDF   1993 pl   3995
ASPEN     1977 pl   3996
associons 1972 pl   3997
Asspegique     1985 pl   3998
ASTLOG    1997 pl   3999
ATOL 1979 pl   4000
AUTASIM   1974 pl   4001
AUTODRAFT 1965 pl   4002
AUTOGRP   1972 pl   4003
AUTOMAST  1966 pl   4004
Avalon/Common LISP  1990 pl   4005
B4Tran    1975 pl   4006
BALG 1975 pl   4007
BALM 1969 pl   4008
BALSA     1998 pl   4009
Baltík    1996 pl   4010
Bartok    2001 pl   4011
Basic PDP-1 Lisp    1963 pl   4012
BASIL     1979 pl   4013
BC NELIAC 1962 pl   4014
BDL  1987 pl   4015
BEDSOCS   1973 pl   4016
BESYS     1958 pl   4017
Beta-Prolog    1992 pl   4018
BGRAF2    1975 pl   4019
BHSL 1966 pl   4020
Bigloo    1995 pl   4021
BIOMOD    1970 pl   4022
BIOSSIM   1978 pl   4023
BLAZE     1985 pl   4024
BLOOMS    1997 pl   4025
BMD  1961 pl   4026
Bob  1991 pl   4027
BOIL 1998 pl   4028
Booster   1989 pl   4029
Borneo    1998 pl   4030
Bounce    1994 pl   4031
Boxer     1985 pl   4032
BPL  1978 pl   4033
Basic Petri Net Programming Notation    1992 pl   4034
Brisk     1995 pl   4035
BSML 1996 pl   4036
BSP  1989 pl   4037
BUGSYS    1964 pl   4038
Butterfly Common LISP    1993 pl   4039
ByteLisp  1965 pl   4040
C Header Files 1972 headerLang     4041
CABAL     1997 pl   4042
Cactus    1998 pl   4043
cado-systems-technical-information 1973 pl   4044
CAGES     1973 pl   4045
CAISYS    1973 pl   4046
CAMAC     1979 pl   4047
CAMIL     1978 pl   4048
Cantor    1987 pl   4049
Common Authentication Protocol Specification Language  1996 pl   4050
Capsule   1981 pl   4051
CASSANDRE 1967 pl   4052
Catalysis 1998 pl   4053
CAYLEY    1975 pl   4054
CCEL 1993 pl   4055
Cedar Fortran  1984 pl   4056
CELIP     1990 pl   4057
CELLSIM   1973 pl   4058
Ceprol    1985 pl   4059
CHAMP     1968 pl   4060
CHARM++   1993 pl   4061
Charrette Ada  1980 pl   4062
CHARYBDIS 1967 pl   4063
ChemTrains     1992 pl   4064
Chronolog 1985 pl   4065
ChronologMC    1996 pl   4066
ChronologZ     1993 pl   4067
cimfast   1991 pl   4068
CIMS PL/I 1970 pl   4069
CL-I 1960 pl   4070
Clascal   1983 pl   4071
Classic-Ada    1992 pl   4072
Clear Language for Expressing Orders    1963 pl   4073
CLeogo    1998 pl   4074
CLEOPATRA 1973 pl   4075
CLOVER    1996 pl   4076
CLP* 1989 pl   4077
CMN  1990 pl   4078
COBLOC    1964 pl   4079
CODIL     1970 pl   4080
CogMap    1992 pl   4081
COLASL    1962 pl   4082
COLD-K    1989 pl   4083
Complex-Prolog 1989 pl   4084
Computer Compiler   1969 pl   4085
COMSL     1970 pl   4086
ConC 1991 pl   4087
Concert/C 1993 pl   4088
CONCUR    1981 pl   4089
Concurrent Pascal   1972 pl   4090
conGolog  1994 pl   4091
ConMan    1988 pl   4092
CONNIVER  1973 pl   4093
ConstraintLisp 1992 pl   4094
CONTRANS  1960 pl   4095
COPAS     1981 pl   4096
CORAL 64  1964 pl   4097
Coral++   1993 pl   4098
CORC 1963 pl   4099
CosmicOS  2000 pl   4100
COSMO     2001 pl   4101
CQLF 1982 pl   4102
CQL++     1992 pl   4103
CSMP 1965 pl   4104
CSP-OZ-DC 2002 pl   4105
CSP-OZ    1997 pl   4106
CSSA 1979 pl   4107
Culler-Fried System 1961 pl   4108
CuPit-2   1997 pl   4109
cuscus    2019 pl   4110
CypherText     1970 pl   4111
D4   2001 queryLanguage  4112
DAG  1989 pl   4113
DAP-Algol 1985 pl   4114
DartCVL   1995 pl   4115
DATA-TEXT 1967 pl   4116
DATAN     1966 pl   4117
DEACON    1962 pl   4118
DeBuMa    1988 pl   4119
DEM  1996 pl   4120
DESCRIPTRAN    1963 pl   4121
DETAB/65  1964 pl   4122
DETAB-X   1960 pl   4123
DETAP     1965 pl   4124
Deva 1993 pl   4125
DFL  1983 pl   4126
DIAMAG    1966 pl   4127
DIGRAF    1977 pl   4128
Diplans   1988 pl   4129
Distributed Processes    1978 pl   4130
DITRAN    1967 pl   4131
DITROFF/FFORTID     1985 pl   4132
DITROFF   1982 pl   4133
DMAP 1975 pl   4134
DOE Macsyma    1984 pl   4135
DOLPHIN   1970 pl   4136
DOWL 1993 pl   4137
DPRL 1990 pl   4138
DRL  1997 pl   4139
DROL 2000 pl   4140
DSL/90    1965 pl   4141
DYSTAL    1965 pl   4142
EAS-E     1983 pl   4143
EASL 1966 pl   4144
EASY ENGLISH   1968 pl   4145
Eclectic CSP   2000 pl   4146
ECT  1971 pl   4147
Edinburgh LCF  1979 pl   4148
EDSAC Initial Orders     1948 assembly  4149
EDSIM     1977 pl   4150
EDUCE*    1990 pl   4151
EGS4 1985 pl   4152
EL1  1970 pl   4153
Ellie     1990 pl   4154
ELMOL     1970 pl   4155
Emily     1970 os   4156
EPILOG    1981 pl   4157
EQLog     1986 pl   4158
EQUATE    1991 pl   4159
ERROL     1983 pl   4160
Ethereum Virtual Machine 2015 vm   4161
Etude     1979 pl   4162
FAC  1986 pl   4163
FAD  1987 pl   4164
FCPU 1970 pl   4165
Fickle    2000 pl   4166
FLENG++   1989 pl   4167
flexbuffers    2014 idl  4168
Flora     1995 pl   4169
foogol    1985 pl   4170
FORAL LP  1978 pl   4171
FORAL     1975 pl   4172
FORALL    1980 pl   4173
Fork95    1995 pl   4174
FORMS/3   1990 pl   4175
Fortran 8x     1989 pl   4176
FORTRAN CEP    1963 pl   4177
Fortran D 1991 pl   4178
FORTRAN II     1958 pl   4179
Fortran M 1992 pl   4180
FP2  1986 pl   4181
FRAN 1997 pl   4182
g-2  1992 pl   4183
Gargoyle  1964 pl   4184
GASP II   1967 pl   4185
GAT  1959 pl   4186
GaussFit  1986 pl   4187
GCP  1985 pl   4188
GDPL 1984 pl   4189
Gedanken  1969 pl   4190
Generic Haskell     2000 pl   4191
GENTRAN 90     1990 pl   4192
GENTRAN   1984 pl   4193
GCC GIMPLE     2003 ir   4194
gitignore 2005 configFormat   4195
GKS  1983 pl   4196
GLIDE     1977 pl   4197
GLU  1995 pl   4198
Glue-Nail 1991 pl   4199
GPDS 1970 pl   4200
GPGS 1977 pl   4201
GPSS/360  1967 pl   4202
GPSS FORTRAN   1976 pl   4203
GQL  1980 pl   4204
GRAD Assistant 1965 pl   4205
GraphLog  1988 pl   4206
GRAPHOS   1972 pl   4207
Graqula   1993 pl   4208
GROUPLOG  2000 pl   4209
GSBL 1988 pl   4210
GVL  1990 pl   4211
GXL  2000 pl   4212
Gypsy     1976 pl   4213
Hank 1996 pl   4214
Haskell#  1991 pl   4215
HASL 1982 pl   4216
HERAKLIT  1987 pl   4217
Hermes    1990 pl   4218
HiQ  1998 pl   4219
HMSL 1980 pl   4220
HOL  1985 pl   4221
HOLCF     1994 pl   4222
HP-PASCAL 1984 pl   4223
HPRL 1982 pl   4224
HSL  1991 pl   4225
HSML 1998 pl   4226
HTEL 1999 pl   4227
HYPAC     1970 pl   4228
Hyperflow 1993 pl   4229
Hyperlisp 1971 pl   4230
Hyperlog  1996 pl   4231
HYTRAN    1963 pl   4232
IAM  1968 pl   4233
IB-Templog     1987 pl   4234
IBM Logo  1983 pl   4235
Integrated Civil Engineering System     1961 standard  4236
ICETRAN   1965 pl   4237
ICOT 1995 pl   4238
IMP72     1972 pl   4239
Industrial Modeling and Programming Language 2019 pl   4240
INMAGIC   1983 pl   4241
Inscan    1968 pl   4242
INTERCELLAS    1977 pl   4243
InterCONS 1995 pl   4244
Interlisp-VAX  1981 pl   4245
IPL-V     1957 pl   4246
IQF  1975 pl   4247
Isabelle-91    1991 pl   4248
Isabelle/HOL   1997 pl   4249
ISIS 1995 pl   4250
ISPL 1971 pl   4251
IVTRAN    1966 pl   4252
JACAL     2008 pl   4253
JavaScriptCore 2002 vm   4254
jBC  1989 pl   4255
JFugue    2002 pl   4256
JMSL 1986 pl   4257
JOSS II   1965 pl   4258
JSyn 2010 pl   4259
Juno 1985 pl   4260
KAIL 1976 pl   4261
Kaleidoquery   1998 pl   4262
Kaleidoscope'90     1990 pl   4263
Kaleidoscope'91     1991 pl   4264
KEE  1984 pl   4265
KEK-NODAL 1985 pl   4266
kew  2004 pl   4267
KeyKit    1995 pl   4268
Kiev 2002 pl   4269
King Kong 1991 pl   4270
KL-ONE    1977 pl   4271
KLIPA     1960 pl   4272
KRL-0     1977 pl   4273
KRS  1987 pl   4274
KRYPTON   1983 pl   4275
Kvikkalkul     2003 pl   4276
Kylix     2000 pl   4277
LABTRAN   1972 pl   4278
Larch     1985 pl   4279
LAURE     1989 pl   4280
LCF  1972 pl   4281
LCL  1991 pl   4282
LDL1 1987 pl   4283
LEGOL     1974 pl   4284
Leogo     1997 pl   4285
Leopard   2007 pl   4286
LGDF 1986 pl   4287
Libra     2020 pl   4288
Lincoln Reckoner    1965 pl   4289
Lingua Graphica     1992 pl   4290
LiSEB     1994 pl   4291
LISP A    1968 pl   4292
LOCS 1965 pl   4293
Logicon   1986 pl   4294
LOGIST    1980 pl   4295
Logres    1990 queryLanguage  4296
LogScheme 1990 pl   4297
Lola-2    1994 pl   4298
LOTIS     1969 pl   4299
LOTOS     1989 pl   4300
LPL  1973 pl   4301
LRLTRAN   1968 pl   4302
Lucinda   1991 pl   4303
M-LISP    1991 pl   4304
MacAims   1968 pl   4305
MACE 1989 pl   4306
Machiavelli    1989 pl   4307
Macro SPITBOL  1971 pl   4308
Magma2    1984 pl   4309
magritte  2019 pl   4310
MALUS     1970 pl   4311
ManuScript     2009 pl   4312
MAP  1960 assembly  4313
Marlais   1995 pl   4314
Mary/2    1984 pl   4315
MASIM     1985 pl   4316
Mathsy    1980 pl   4317
MATRIX PASCAL  1983 pl   4318
MCOBOL    1980 pl   4319
MDBS-QRS  1981 queryLanguage  4320
MEDIC     1980 pl   4321
Megalog   1991 pl   4322
Mercury Programming System    1960 pl   4323
Meroon    1991 pl   4324
Meta-Assembler 1977 assembly  4325
META/LISP 1970 pl   4326
MetaML    1997 pl   4327
METAPI    1967 pl   4328
METASIM   1973 pl   4329
METATEM   1989 pl   4330
Micro-flowcharts    1959 pl   4331
MICRODARE 1979 pl   4332
microTAL  1981 pl   4333
MiKe 2022 pl   4334
Mini-ML   1986 pl   4335
MINION    1989 pl   4336
MINIVITAL 1974 pl   4337
MINOPT    1998 pl   4338
MIRAGER   1971 pl   4339
Miranim   1985 pl   4340
MIRFAC    1962 pl   4341
Mizar     1973 pl   4342
MLISP2    1972 pl   4343
mmsearch  2001 pl   4344
MOBL 1960 pl   4345
MODCAP    1978 pl   4346
MODLISP   1980 pl   4347
MODSIM III     1996 pl   4348
Modula-P  1992 pl   4349
Modula/R  1983 pl   4350
Modular Prolog 1992 pl   4351
Molog     1987 pl   4352
MORPHISM  1965 pl   4353
MOUSE4    1978 pl   4354
Moxie     1984 pl   4355
MPGS 1972 pl   4356
MRDB 1976 pl   4357
MS2  1967 pl   4358
MSG.84    1985 pl   4359
muFP 1984 pl   4360
Mul-T     1989 pl   4361
Multigame 1994 pl   4362
MUMS 1976 pl   4363
MUNIN     1989 pl   4364
MuSimp    1978 pl   4365
MVL  1993 pl   4366
NAPSS     1965 pl   4367
NARPL     1989 pl   4368
Nassi-Shneiderman charts 1972 pl   4369
NSS  1999 binaryDataFormat    4370
NDL  2007 pl   4371
NEATER 2  1968 linter    4372
Ness 1989 pl   4373
Netform   1974 pl   4374
Network Control Language 1978 pl   4375
NeuronC   1992 pl   4376
NFQL 1989 pl   4377
NIKL 1986 pl   4378
NOAH 1982 pl   4379
Noodle    1993 pl   4380
NOP-2     2001 pl   4381
NPL  1963 pl   4382
Numerica  1997 pl   4383
Oaklisp   1986 pl   4384
oasis-operating-system   1977 os   4385
OBJ2 1984 pl   4386
Objectcharts   1992 pl   4387
ObjectWorld    1993 pl   4388
ObjVProlog     1989 pl   4389
OBSCURE   1985 pl   4390
Occam 2   1987 pl   4391
Octopus   1993 pl   4392
O'Haskell 2002 pl   4393
OLGA 1985 pl   4394
OLI  1997 pl   4395
OMNIMARK  1980 pl   4396
OMNITAB 80     1980 pl   4397
OOPAL     2002 pl   4398
OpenMusic 2019 pl   4399
OPS-3     1965 pl   4400
OPS  1970 pl   4401
OREGANO   1969 pl   4402
Orlog     1992 pl   4403
OSIRIS    1970 pl   4404
OSL/2     1970 pl   4405
Ottawa Euclid  1984 pl   4406
Otter     1988 pl   4407
OWL DL    2007 xmlFormat 4408
P-Prolog  1986 pl   4409
P-TAC     1989 pl   4410
P3L  1998 pl   4411
PACOL     1974 pl   4412
PADL-1    1978 pl   4413
PaiLisp   1986 pl   4414
Palingol  1996 pl   4415
PANCODE   1982 pl   4416
PANON-1   1963 pl   4417
PANON-1B  1965 pl   4418
Parallel ELLPACK    1983 pl   4419
Parallel Pascal     1984 pl   4420
ParaLog_e 1997 pl   4421
ParMod    1987 pl   4422
Pascal Plus    1979 pl   4423
Pascal-SC 1982 pl   4424
PASION    1986 pl   4425
PASRO     1985 pl   4426
Path Pascal    1978 pl   4427
PCN  1992 pl   4428
PCOL 1986 pl   4429
pC++ 1991 pl   4430
Partial Differential Equation Language  1968 pl   4431
PDL/Ada   1981 pl   4432
PDL  1973 pl   4433
Pebble    1984 pl   4434
PEI  1994 pl   4435
PEP  1984 pl   4436
PFORT     1975 pl   4437
Pfortran  1992 pl   4438
pGOLOG    2000 pl   4439
PHYSICTRAN     1971 pl   4440
Pi Calculus    1991 pl   4441
PICTOL    1975 pl   4442
PICTUREBALM    1980 pl   4443
PiLib     2002 pl   4444
PL/EXUS   1973 pl   4445
PLANIT    1967 pl   4446
PLANNER-73     1973 pl   4447
Playground     1989 pl   4448
Pocket Smalltalk    1999 pl   4449
POGOL     1973 pl   4450
POLAC     1975 pl   4451
Polylith  1983 pl   4452
PolyP     1997 pl   4453
PolyTOIL  1994 pl   4454
POPSY     1986 pl   4455
PORT-ALG  1973 pl   4456
PRAXIS    1980 pl   4457
PRESTO    1987 pl   4458
Principle of sufficient reason     1975 pl   4459
PRISM     1983 pl   4460
Prisma Schema Language   2019 idl  4461
PROCOL    1991 pl   4462
PROGRES   1991 pl   4463
Prolog-D-Linda 1990 pl   4464
Prolog-ELF     1985 pl   4465
Prolog III     1984 pl   4466
Prolog/KR 1984 pl   4467
Prolog-Linda   1989 pl   4468
PROPLAN   1977 pl   4469
PROTOS-L  1989 pl   4470
PROW 1969 pl   4471
pSather   1991 pl   4472
PSG  1969 pl   4473
PSL  1979 pl   4474
PT   1983 pl   4475
PUMPKIN   1974 pl   4476
Q-GERT    1979 pl   4477
QA4  1967 pl   4478
QLISP     1988 pl   4479
Qunity    2022 pl   4480
Quty 1984 pl   4481
rbasic    1985 pl   4482
REC/SM    1980 pl   4483
RECOL     1963 pl   4484
REF-ARF   1970 pl   4485
RefLisp   1988 pl   4486
REGENT    1971 pl   4487
Relationlog    2001 pl   4488
RELFUN    1986 pl   4489
RF-Maple  1984 pl   4490
RHET 1990 pl   4491
RIGAL     1987 pl   4492
ROL  1996 pl   4493
ROL2 1999 pl   4494
Rosette   2000 pl   4495
RT-ASLAN  1986 pl   4496
RT-CDL    1989 pl   4497
RT-Z 1999 pl   4498
SAAL 1966 assembly  4499
SAC-1     1967 pl   4500
SAC-2     1969 pl   4501
SARTEX    1985 pl   4502
Sassy     1999 pl   4503
SB-ONE    1990 pl   4504
SCALPEL   1971 pl   4505
SCHEMAL   1983 pl   4506
SCIL-VP   1992 pl   4507
Sclipting 2011 esolang   4508
Scratchpad II  1980 pl   4509
Scrimshaw 1993 pl   4510
ScriptX   1995 pl   4511
SectorC   2023 compiler  4512
SEGRAS    1985 pl   4513
SEMANOL   1969 pl   4514
Seque     1988 pl   4515
SEQUEL 2  1976 pl   4516
Sequential Pascal   1970 pl   4517
SESPOOL   1977 pl   4518
SetLog    1991 pl   4519
SEVAL     1981 pl   4520
ShapeUp   1984 pl   4521
Shared Prolog  1990 pl   4522
SI Library     1998 pl   4523
SIMAN IV  1990 pl   4524
SIMCAL    1986 pl   4525
SIMDIS    1985 pl   4526
SIMFACTORY     1990 pl   4527
SIML/I    1979 pl   4528
SIMNET    1988 pl   4529
SIMPAS    1980 pl   4530
SIMUL     1973 pl   4531
SIMULA 67 1967 pl   4532
Sketchpad III  1966 pl   4533
SL5  1975 pl   4534
SLAM II   1980 pl   4535
SLEUTH    1962 assembly  4536
SLPL 1976 pl   4537
SMALGOL   1961 pl   4538
Small Euclid   1988 pl   4539
SMALL-X   1985 pl   4540
Smalltalk-76   1976 pl   4541
Smalltalk-80   1980 pl   4542
SMoLCS    1986 pl   4543
SNOBAT    1976 pl   4544
SNOOP     1988 pl   4545
SOLMAR    1978 pl   4546
SORCA     1983 pl   4547
SPECL     1973 pl   4548
spir-v    2015 ir   4549
Symbolic Programming System   1959 pl   4550
sqlar-format   2014 binaryDataFormat    4551
SQURL     1981 pl   4552
STAGE2    1970 pl   4553
Standard Lisp  1979 pl   4554
STAPLE    1975 pl   4555
